Tên đường,Tên phường,Quận,Giấy tờ pháp lý,Diện tích,Số tầng,Số phòng ngủ,Số nhà vệ sinh,Hướng cửa chính,Loại hình nhà ở,Giá (VNĐ),Giá hiển thị,Giá/m² (VNĐ)
Đường Ba Vân,Phường 14,Quận Tân Bình,1,40,4,4,3,,"Nhà ngõ, hẻm",7900000000,"7,9 tỷ",197.5
Đường Thích Quảng Đức,Phường 5,Quận Phú Nhuận,1,40,2,3,2,,"Nhà ngõ, hẻm",3980000000,"3,98 tỷ",99.5
Đường Trần Bình Trọng,Phường 1,Quận 5,1,23,4,3,3,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",252.17392
Đường Âu Cơ,Phường 10,Quận Tân Bình,1,25,3,2,3,,"Nhà ngõ, hẻm",3999000000,"3,999 tỷ",159.96
Đường Nguyễn Văn Quỳ,Phường Phú Thuận,Quận 7,1,64,,5,,,"Nhà mặt phố, mặt tiền",9600000000,"9,6 tỷ",150
Đường Võ Văn Hát,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,1,66,4,5,5,,"Nhà ngõ, hẻm",5450000000,"5,45 tỷ",82.57576
Đường Dương Bá Trạc,Phường 1,Quận 8,1,49.0999,3,3,3,,"Nhà mặt phố, mặt tiền",6800000000,"6,8 tỷ",138.49315
Đường 1A,Xã Vĩnh Lộc B,Huyện Bình Chánh,5,56,,3,2,,"Nhà ngõ, hẻm",1850000000,"1,85 tỷ",33.035713
Đường số 7,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,103.5,,1,1,,"Nhà mặt phố, mặt tiền",5500000000,"5,5 tỷ",53.140095
Đinh Công Tráng,Phường Tân Định,Quận 1,1,74.9,5,9,7,,"Nhà mặt phố, mặt tiền",22000000000,22 tỷ,293.72498
Đường Dương Thiệu Tước,Phường Tân Quý,Quận Tân Phú,1,52,,2,,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",100
Đường số 44,Phường 14,Quận Gò Vấp,1,106,,5,6,,"Nhà mặt phố, mặt tiền",14800000000,"14,8 tỷ",139.62263
Đường Liên Ấp 6-2,Xã Vĩnh Lộc A,Huyện Bình Chánh,5,40,,2,2,,"Nhà ngõ, hẻm",1150000000,"1,15 tỷ",28.75
Đường Nguyễn Thái Bình,Phường 12,Quận Tân Bình,1,75,4,4,,,"Nhà mặt phố, mặt tiền",18300000000,"18,3 tỷ",244
Đường Lại Hùng Cường,Xã Vĩnh Lộc B,Huyện Bình Chánh,5,40,,2,2,Hướng Đông,"Nhà ngõ, hẻm",1380000000,"1,38 tỷ",34.5
Đường Phạm Văn Chí,Phường 8,Quận 6,1,53,4,4,5,,"Nhà mặt phố, mặt tiền",9500000000,"9,5 tỷ",179.24529
Đường Trường Chinh,Phường 14,Quận Tân Bình,1,50,3,4,5,,"Nhà ngõ, hẻm",6500000000,"6,5 tỷ",130
Đường Phạm Hữu Lầu,Xã Phước Kiển,Huyện Nhà Bè,5,140,,5,,,"Nhà ngõ, hẻm",2850000000,"2,85 tỷ",20.357143
Đường Tô Hiến Thành,Phường 14,Quận 10,1,45,,3,,,"Nhà ngõ, hẻm",9000000000,9 tỷ,200
Đường Nguyễn Lộ Trạch,Phường Tân Quý,Quận Tân Phú,1,83,2,2,2,,"Nhà mặt phố, mặt tiền",6900000000,"6,9 tỷ",83.13253
Đường Bình Thành,Phường Bình Hưng Hoà B,Quận Bình Tân,1,48,,1,,,"Nhà ngõ, hẻm",3250000000,"3,25 tỷ",67.708336
Đường Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,1,62,2,3,2,,"Nhà ngõ, hẻm",5450000000,"5,45 tỷ",87.90323
Đường Nguyễn Văn Trỗi,Phường 15,Quận Phú Nhuận,1,60,5,5,6,,"Nhà ngõ, hẻm",9850000000,"9,85 tỷ",164.16667
Đường Trịnh Như Khuê,Xã Bình Chánh,Huyện Bình Chánh,1,80,3,4,4,,"Nhà mặt phố, mặt tiền",920000000,920 triệu,11.5
Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,1,51.5,3,4,5,,Nhà phố liền kề,6700000000,"6,7 tỷ",130.09709
Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Huyện Nhà Bè,1,28,2,3,2,,"Nhà ngõ, hẻm",1950000000,"1,95 tỷ",69.64286
Đường Tây Sơn,Phường Tân Quý,Quận Tân Phú,1,88,,2,,,"Nhà mặt phố, mặt tiền",6000000000,6 tỷ,68.181816
Hẻm 439 Tân Thới Hiệp 21,Phường Tân Thới Hiệp,Quận 12,1,48,1,2,2,Hướng Tây,"Nhà ngõ, hẻm",3190000000,"3,19 tỷ",66.458336
Đường Vĩnh Lộc,Xã Vĩnh Lộc B,Huyện Bình Chánh,1,71.5,3,4,2,,"Nhà ngõ, hẻm",4000000000,4 tỷ,55.944057
Đường Dương Công Khi,Xã Tân Thới Nhì,Huyện Hóc Môn,1,108,,2,1,,"Nhà ngõ, hẻm",2750000000,"2,75 tỷ",25.462963
Đường số 30,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,1,52,,3,3,,"Nhà mặt phố, mặt tiền",5800000000,"5,8 tỷ",111.53846
Đường Lê Văn Sỹ,Phường 12,Quận 3,1,54,4,5,5,,"Nhà ngõ, hẻm",11800000000,"11,8 tỷ",218.51852
Đường Tô Ký,Xã Trung Chánh,Huyện Hóc Môn,1,64,3,4,4,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",4650000000,"4,65 tỷ",72.65625
Đường Số 24,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,123,3,4,4,,"Nhà mặt phố, mặt tiền",7500000000,"7,5 tỷ",60.97561
Đường Liên khu 4-5,Phường Bình Hưng Hoà B,Quận Bình Tân,1,40,,1,1,,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",62.5
Đường Liên Ấp 6-2,Xã Vĩnh Lộc A,Huyện Bình Chánh,5,44,2,2,2,Hướng Đông,"Nhà ngõ, hẻm",1190000000,"1,19 tỷ",27.045454
Đường Võ Duy Ninh,Phường 22,Quận Bình Thạnh,1,72,6,7,,,"Nhà mặt phố, mặt tiền",19900000000,"19,9 tỷ",276.3889
Đường Lê Văn Thọ,Phường 14,Quận Gò Vấp,1,56,4,5,6,,"Nhà mặt phố, mặt tiền",6990000000,"6,99 tỷ",124.82143
Đường Thống Nhất,Phường 16,Quận Gò Vấp,1,56,4,4,4,Hướng Nam,"Nhà mặt phố, mặt tiền",8600000000,"8,6 tỷ",153.57143
Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,1,57,3,6,,Hướng Đông Bắc,"Nhà ngõ, hẻm",4800000000,"4,8 tỷ",84.210526
Sát Âu Cơ,Phường Phú Trung,Quận Tân Phú,1,40,,2,,,"Nhà ngõ, hẻm",3795000000,"3,795 tỷ",94.875
Đường Cư Xá Phú Lâm A,Phường 12,Quận 6,1,65,,2,,,"Nhà mặt phố, mặt tiền",6400000000,"6,4 tỷ",98.46154
Đường Nguyễn Trãi,Phường 3,Quận 5,1,20,2,1,2,,"Nhà ngõ, hẻm",3580000000,"3,58 tỷ",179
Hẻm 285 Cách Mạng Tháng 8,Phường 12,Quận 10,1,38.875,,2,,,"Nhà ngõ, hẻm",4300000000,"4,3 tỷ",110.61093
Đường Nguyễn Thị Nê,Xã Phú Hòa Đông,Huyện Củ Chi,1,804,,3,3,,"Nhà mặt phố, mặt tiền",1550000000,"1,55 tỷ",1.9278607
Hẻm 232 Hương lộ 80,Phường Bình Hưng Hoà B,Quận Bình Tân,1,48,,2,,,"Nhà ngõ, hẻm",3350000000,"3,35 tỷ",69.791664
Đường Lý Chiêu Hoàng,Phường 10,Quận 6,1,40,,4,,,"Nhà mặt phố, mặt tiền",6750000000,"6,75 tỷ",168.75
Đường Tô Hiệu,Phường Hiệp Tân,Quận Tân Phú,1,42,2,4,2,,"Nhà ngõ, hẻm",4800000000,"4,8 tỷ",114.28571
57,Phường 10,Quận 6,1,64,,6,,,"Nhà mặt phố, mặt tiền",9500000000,"9,5 tỷ",148.4375
24,Phường 11,Quận 6,1,125,,6,,,"Nhà mặt phố, mặt tiền",16990000000,"16,99 tỷ",135.92
Đường Bình Thành,Phường Bình Hưng Hoà B,Quận Bình Tân,1,64,,4,,,"Nhà ngõ, hẻm",4300000000,"4,3 tỷ",67.1875
Cư Xá Phú Lâm B,Phường 13,Quận 6,1,66,,3,,,"Nhà mặt phố, mặt tiền",7700000000,"7,7 tỷ",116.666664
Đường Thới An 8A,Phường Thới An,Quận 12,1,102,4,6,6,,"Nhà mặt phố, mặt tiền",9180000000,"9,18 tỷ",90
Kdc Lý Chiêu Hoàng,Phường 10,Quận 6,1,44,,4,,,"Nhà mặt phố, mặt tiền",5900000000,"5,9 tỷ",134.09091
Hẻm 26 Cây Cám,Phường Bình Hưng Hoà B,Quận Bình Tân,1,76,,4,,,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",59.210526
Kdc Lý Chiêu Hoàng,Phường 10,Quận 6,1,44,,4,,,"Nhà mặt phố, mặt tiền",5900000000,"5,9 tỷ",134.09091
Hẻm 26 Cây Cám,Phường Bình Hưng Hoà B,Quận Bình Tân,1,76,,4,,,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",59.210526
Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Huyện Nhà Bè,1,23,3,3,3,,Nhà phố liền kề,1750000000,"1,75 tỷ",76.08696
Đường Cách Mạng Tháng 8,Phường 10,Quận 3,1,33,2,2,2,,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",136.36363
Đường Lê Đình Cẩn,Phường Tân Tạo,Quận Bình Tân,1,32,1,2,2,,"Nhà ngõ, hẻm",2600000000,"2,6 tỷ",81.25
Đường Võ Duy Ninh,Phường 22,Quận Bình Thạnh,1,10,1,3,3,,"Nhà ngõ, hẻm",2880000000,"2,88 tỷ",288
Đường Dương Thị Phua,Xã Trung An,Huyện Củ Chi,1,120,,6,6,,"Nhà mặt phố, mặt tiền",990000000,990 triệu,8.25
Đường Xuân Thới Sơn 30,Xã Xuân Thới Sơn,Huyện Hóc Môn,5,32,2,2,2,,"Nhà ngõ, hẻm",1500000000,"1,5 tỷ",46.875
Đường Phạm Viết Chánh,Phường 19,Quận Bình Thạnh,1,18,,2,2,,"Nhà ngõ, hẻm",3200000000,"3,2 tỷ",177.77777
Đường Liên khu 5-6,Phường Bình Hưng Hoà B,Quận Bình Tân,1,76,,2,,,"Nhà ngõ, hẻm",3450000000,"3,45 tỷ",45.394737
55,Phường 10,Quận 6,1,40,,4,,,"Nhà mặt phố, mặt tiền",6789000000,"6,789 tỷ",169.725
Đường Trần Bá Giao,Phường 5,Quận Gò Vấp,1,99,,1,,,"Nhà mặt phố, mặt tiền",9000000000,9 tỷ,90.90909
Đường Gò Dầu,Phường Tân Quý,Quận Tân Phú,1,56,,4,,,"Nhà ngõ, hẻm",8500000000,"8,5 tỷ",151.78572
Đường Lê Thị Kim,Xã Xuân Thới Đông,Huyện Hóc Môn,1,133,2,3,2,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",4600000000,"4,6 tỷ",34.586468
Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,1,90,,4,4,Hướng Tây,"Nhà ngõ, hẻm",5780000000,"5,78 tỷ",64.22222
Kdc Lý Chiêu Hoàng,Phường 10,Quận 6,1,52,,5,,,"Nhà ngõ, hẻm",7300000000,"7,3 tỷ",140.38461
Đường Trần Khắc Chân,Phường Tân Định,Quận 1,1,53,,3,3,,"Nhà ngõ, hẻm",9500000000,"9,5 tỷ",179.24529
Bưng Ông Thoàn,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,1,75,2,4,5,Hướng Tây Nam,Nhà phố liền kề,9300000000,"9,3 tỷ",124
Đường Lê Văn Thọ,Phường 9,Quận Gò Vấp,1,119.9,,4,4,Hướng Đông Bắc,"Nhà ngõ, hẻm",13500000000,"13,5 tỷ",112.59383
Đường An Dương Vương,Phường 16,Quận 8,1,68,2,2,2,,"Nhà ngõ, hẻm",4950000000,"4,95 tỷ",72.79412
Đường Huỳnh Thị Hai,Phường Tân Chánh Hiệp,Quận 12,1,89,2,2,2,,"Nhà ngõ, hẻm",4650000000,"4,65 tỷ",52.247192
Đường Nguyễn Tư Giản,Phường 12,Quận Gò Vấp,1,116,,6,6,Hướng Tây,"Nhà mặt phố, mặt tiền",10500000000,"10,5 tỷ",90.51724
Đường Dương Thị Giang,Phường Tân Thới Nhất,Quận 12,1,125,4,6,6,Hướng Đông Bắc,"Nhà ngõ, hẻm",13800000000,"13,8 tỷ",110.4
Tân Thới Nhất Quận 12,Phường Tân Thới Nhất,Quận 12,1,70,,3,4,Hướng Đông Nam,"Nhà ngõ, hẻm",6550000000,"6,55 tỷ",93.57143
Đường Gò Xoài,Phường Bình Hưng Hoà A,Quận Bình Tân,1,70,,2,2,,"Nhà ngõ, hẻm",5100000000,"5,1 tỷ",72.85714
Đường Lý Phục Man,Phường Bình Thuận,Quận 7,1,146,,7,,,"Nhà mặt phố, mặt tiền",22900000000,"22,9 tỷ",156.84932
Đường Tân Thới Nhất 2,Phường Tân Thới Nhất,Quận 12,1,131,,1,1,Hướng Nam,"Nhà ngõ, hẻm",6800000000,"6,8 tỷ",51.908398
Đường Tân Thới Nhất 13,Phường Tân Thới Nhất,Quận 12,1,80,,2,1,Hướng Bắc,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",56.25
Xô Viết Nghệ Tĩnh,Phường 26,Quận Bình Thạnh,1,50,4,2,3,,"Nhà ngõ, hẻm",7950000000,"7,95 tỷ",159
40,Phường 10,Quận 6,1,48,,4,,,"Nhà mặt phố, mặt tiền",7500000000,"7,5 tỷ",156.25
Đường Thảo Điền,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,1,3300,,6,,,Nhà biệt thự,100000000000,100 tỷ,30.30303
Song Hành,Phường 10,Quận 6,1,76,,4,,,"Nhà mặt phố, mặt tiền",12000000000,12 tỷ,157.89473
Đường Mã Lò,Phường Bình Hưng Hoà A,Quận Bình Tân,1,56,4,5,5,,"Nhà ngõ, hẻm",5950000000,"5,95 tỷ",106.25
Đường Trần Thị Nghỉ,Phường 7,Quận Gò Vấp,1,100,,6,,,Nhà phố liền kề,19000000000,19 tỷ,190
64,Phường 10,Quận 6,1,48,,4,,,"Nhà mặt phố, mặt tiền",7600000000,"7,6 tỷ",158.33333
Đường số 16,Phường Bình Hưng Hoà A,Quận Bình Tân,1,36,1,2,2,,"Nhà ngõ, hẻm",3450000000,"3,45 tỷ",95.833336
Đường số 75,Phường Tân Phong,Quận 7,1,60,4,4,4,,"Nhà mặt phố, mặt tiền",13500000000,"13,5 tỷ",225
Đường Cư xá Phú Lâm D,Phường 10,Quận 6,1,71,,2,,,"Nhà ngõ, hẻm",6990000000,"6,99 tỷ",98.45071
Lk 16,Phường Bình Trị Đông,Quận Bình Tân,1,48,2,3,3,,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",75
Đường Tân Thới Nhất Q12,Phường Tân Thới Nhất,Quận 12,1,70,,4,4,,"Nhà mặt phố, mặt tiền",6850000000,"6,85 tỷ",97.85714
Lk 16,Phường Bình Trị Đông,Quận Bình Tân,1,48,2,3,3,,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",75
Đường Tân Thới Nhất Q12,Phường Tân Thới Nhất,Quận 12,1,70,,4,4,,"Nhà mặt phố, mặt tiền",6850000000,"6,85 tỷ",97.85714
Đường Phạm Thị Giây,Xã Thới Tam Thôn,Huyện Hóc Môn,1,10,,3,2,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",1850000000,"1,85 tỷ",185
Bình Lợi,Phường 13,Quận Bình Thạnh,1,100,3,5,5,,Nhà phố liền kề,12000000000,12 tỷ,120
Đường Lý Chiêu Hoàng,Phường 10,Quận 6,1,60,,5,,,"Nhà mặt phố, mặt tiền",9000000000,9 tỷ,150
Đường Nguyễn Văn Công,Phường 3,Quận Gò Vấp,1,64,5,6,7,,"Nhà ngõ, hẻm",6990000000,"6,99 tỷ",109.21875
Lê thị tám (824 Nguyễn Bình),Xã Nhơn Đức,Huyện Nhà Bè,1,100,,4,,,"Nhà mặt phố, mặt tiền",8000000000,8 tỷ,80
50,Phường 10,Quận 6,1,256,,4,,,"Nhà mặt phố, mặt tiền",28800000000,"28,8 tỷ",112.5
Đường Nguyễn Cửu Đàm,Phường Tân Sơn Nhì,Quận Tân Phú,1,68,,5,,,"Nhà ngõ, hẻm",11500000000,"11,5 tỷ",169.11765
Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,1,30,5,4,4,,"Nhà ngõ, hẻm",3300000000,"3,3 tỷ",110
Đường Đặng Thùy Trâm,Phường 13,Quận Bình Thạnh,1,64,,4,,,Nhà phố liền kề,8250000000,"8,25 tỷ",128.90625
Đường Nguyễn Văn Tạo,Xã Hiệp Phước,Huyện Nhà Bè,1,405,,3,,,Nhà biệt thự,12250000000,"12,25 tỷ",30.246914
Đường Hiệp Thành 17 Nối Dài,Phường Hiệp Thành,Quận 12,1,51,,1,1,,"Nhà ngõ, hẻm",3290000000,"3,29 tỷ",64.5098
Đường Thới An 11,Phường Thới An,Quận 12,1,64,,3,2,Hướng Đông,"Nhà mặt phố, mặt tiền",4200000000,"4,2 tỷ",65.625
Đường Trần Hữu Nghiệp,Xã Tân Kiên,Huyện Bình Chánh,1,90,1,3,2,,"Nhà ngõ, hẻm",890000000,890 triệu,9.888889
Đường Hương Lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,1,60,5,5,6,,Nhà phố liền kề,7250000000,"7,25 tỷ",120.833336
Đường Phan Văn Hớn,Xã Bà Điểm,Huyện Hóc Môn,5,40,2,2,2,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",1180000000,"1,18 tỷ",29.5
Phạm Hùng,Phường 4,Quận 8,6,36,,2,2,Hướng Tây Bắc,"Nhà ngõ, hẻm",2680000000,"2,68 tỷ",74.44444
Đường Hồng Lạc,Phường 10,Quận Tân Bình,1,25,3,4,4,,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",150
Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,1,40,,3,2,,"Nhà mặt phố, mặt tiền",3750000000,"3,75 tỷ",93.75
Đường Nguyễn Văn Của,Phường 13,Quận 8,1,90,2,5,2,,"Nhà mặt phố, mặt tiền",16300000000,"16,3 tỷ",181.11111
Đường Liên Xã Thị Trấn Tân Hiệp,Xã Tân Hiệp,Huyện Hóc Môn,1,80,2,3,2,,"Nhà ngõ, hẻm",3700000000,"3,7 tỷ",46.25
Đường ĐHT 03,Phường Tân Hưng Thuận,Quận 12,1,48,2,2,2,,"Nhà ngõ, hẻm",3550000000,"3,55 tỷ",73.958336
Đường Ngô Quyền,Phường 6,Quận 10,1,35,,3,4,,Nhà phố liền kề,5100000000,"5,1 tỷ",145.71428
Đường Bàn Cờ,Phường 3,Quận 3,1,75.0999,,4,5,Hướng Tây Bắc,"Nhà ngõ, hẻm",19000000000,19 tỷ,252.99634
Đường Độc Lập,Phường Tân Quý,Quận Tân Phú,1,68.6999,2,2,2,Hướng Đông,"Nhà ngõ, hẻm",7200000000,"7,2 tỷ",104.80364
Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,1,54,2,2,2,,"Nhà ngõ, hẻm",5249000000,"5,249 tỷ",97.203705
Hà tôn quyền,Phường 4,Quận 11,1,17,3,3,2,,"Nhà ngõ, hẻm",3880000000,"3,88 tỷ",228.23529
Đường Tô Hiến Thành,Phường 13,Quận 10,1,141,4,5,6,,"Nhà ngõ, hẻm",30000000000,30 tỷ,212.76596
Đường Lê Đình Cẩn,Phường Tân Tạo,Quận Bình Tân,1,28,1,2,2,,"Nhà ngõ, hẻm",2650000000,"2,65 tỷ",94.64286
Đường Huỳnh Văn Bánh,Phường 10,Quận Phú Nhuận,1,48,4,3,4,Hướng Nam,"Nhà mặt phố, mặt tiền",16500000000,"16,5 tỷ",343.75
Đường Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,1,63,,2,2,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",119.04762
Trần Văn Quang,Phường 10,Quận Tân Bình,1,50,2,2,2,,"Nhà mặt phố, mặt tiền",7950000000,"7,95 tỷ",159
Đường Số 475,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,150,1,4,3,,"Nhà mặt phố, mặt tiền",7300000000,"7,3 tỷ",48.666668
Đường D1,Phường Tân Hưng,Quận 7,1,74,4,5,6,,"Nhà mặt phố, mặt tiền",13500000000,"13,5 tỷ",182.43243
Đường số 2C,Phường An Lạc A,Quận Bình Tân,1,62,5,6,7,,"Nhà mặt phố, mặt tiền",13500000000,"13,5 tỷ",217.74193
Đường Lã Xuân Oai,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,1,60,3,3,3,,Nhà phố liền kề,5000000000,5 tỷ,83.333336
Đường Nguyễn Thị Kiểu,Phường Tân Thới Hiệp,Quận 12,1,160,2,4,4,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",11900000000,"11,9 tỷ",74.375
Đường Huỳnh ,Xã Phú Hòa Đông,Huyện Củ Chi,1,812,1,2,2,,"Nhà mặt phố, mặt tiền",1350000000,"1,35 tỷ",1.6625615
Đường Hồ Văn Tư,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,46,,2,,,"Nhà ngõ, hẻm",2801000000,"2,801 tỷ",60.891304
Đường Hồ Văn Tư,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,46,,2,,,"Nhà ngõ, hẻm",2801000000,"2,801 tỷ",60.891304
Đường Ba Vân,Phường 14,Quận Tân Bình,1,48,4,5,5,,"Nhà mặt phố, mặt tiền",10800000000,"10,8 tỷ",225
Đường Lê Liễu,Phường Tân Quý,Quận Tân Phú,1,68,3,3,3,,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",110.29412
Đường Âu Cơ,Phường 9,Quận Tân Bình,1,62,,2,,,"Nhà ngõ, hẻm",6200000000,"6,2 tỷ",100
Tx21,Phường Thạnh Xuân,Quận 12,5,18,,1,,,"Nhà ngõ, hẻm",640000000,640 triệu,35.555557
Đường Tân Thới Hiệp 13,Phường Tân Thới Hiệp,Quận 12,1,103.6999,,2,1,Hướng Bắc,"Nhà ngõ, hẻm",5950000000,"5,95 tỷ",57.377106
Đường Nguyễn Văn Khối,Phường 11,Quận Gò Vấp,1,60,3,4,5,,"Nhà ngõ, hẻm",6500000000,"6,5 tỷ",108.333336
Đường Tân Hương,Phường Tân Quý,Quận Tân Phú,1,65,,1,,,"Nhà mặt phố, mặt tiền",6850000000,"6,85 tỷ",105.38461
Đường Nguyễn Hiến Lê,Phường 13,Quận Tân Bình,1,120,3,8,7,,"Nhà ngõ, hẻm",14900000000,"14,9 tỷ",124.166664
Nguyễn Văn Công,Phường 3,Quận Gò Vấp,1,52,3,4,4,,"Nhà ngõ, hẻm",8000000000,8 tỷ,153.84616
Đường Lê Văn Lương,Xã Nhơn Đức,Huyện Nhà Bè,1,47,2,3,3,,"Nhà ngõ, hẻm",1490000000,"1,49 tỷ",31.702127
Đường Nguyễn Thị Quý,Xã Phước Thạnh,Huyện Củ Chi,1,89.4,,2,1,,"Nhà ngõ, hẻm",1269000000,"1,269 tỷ",14.194631
Đường số 9,Phường 16,Quận Gò Vấp,1,64,,2,,,"Nhà ngõ, hẻm",3700000000,"3,7 tỷ",57.8125
Đường Lạc Long Quân,Phường 5,Quận 11,1,21,3,3,2,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",166.66667
Đường Lê Thị Bạch Cát,Phường 13,Quận 11,1,21,2,2,2,Hướng Đông,"Nhà ngõ, hẻm",3200000000,"3,2 tỷ",152.38095
Đường Hoàng Diệu,Phường 8,Quận 4,1,21,,3,,,"Nhà ngõ, hẻm",4150000000,"4,15 tỷ",197.61905
Đường Nguyễn Chí Thanh,Phường 16,Quận 11,1,60.9,4,7,7,Hướng Bắc,"Nhà ngõ, hẻm",8200000000,"8,2 tỷ",134.64696
Đường Hưng Phú,Phường 9,Quận 8,1,36,2,2,2,,"Nhà ngõ, hẻm",3950000000,"3,95 tỷ",109.72222
Đường Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,36,2,2,2,Hướng Đông Bắc,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",104.166664
Đường Nguyễn Thị Tần,Phường 2,Quận 8,1,21,3,2,3,,"Nhà ngõ, hẻm",2950000000,"2,95 tỷ",140.4762
Đường Nguyễn Tiểu La,Phường 5,Quận 10,1,75,7,11,7,,"Nhà mặt phố, mặt tiền",28000000000,28 tỷ,373.33334
Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,1,35,4,3,,,"Nhà ngõ, hẻm",8600000000,"8,6 tỷ",245.71428
Đường Nguyễn Duy,Phường 9,Quận 8,1,18.2,4,3,4,,"Nhà ngõ, hẻm",2550000000,"2,55 tỷ",140.1099
Lô B,Xã Phạm Văn Hai,Huyện Bình Chánh,1,135,,2,2,,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",18.518518
Cửa Lớn ,Xã Tân Quý Tây,Huyện Bình Chánh,1,110,,2,1,,"Nhà mặt phố, mặt tiền",2700000000,"2,7 tỷ",24.545454
Đường Hiệp Thành 13,Phường Đông Hưng Thuận,Quận 12,1,100,2,3,3,,"Nhà ngõ, hẻm",4790000000,"4,79 tỷ",47.9
Đường T6,Xã Hưng Long,Huyện Bình Chánh,1,288,,2,1,,"Nhà ngõ, hẻm",2800000000,"2,8 tỷ",9.722222
Đường Lê Văn Quới,Phường Bình Trị Đông,Quận Bình Tân,1,50,,4,,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",104
Đường Nguyễn Ảnh Thủ,Phường Tân Chánh Hiệp,Quận 12,1,100,2,3,3,,"Nhà ngõ, hẻm",4990000000,"4,99 tỷ",49.9
Đường 3 Tháng 2,Phường 14,Quận 10,1,105,,8,,,"Nhà ngõ, hẻm",27000000000,27 tỷ,257.14285
Đường Bùi Tư Toàn,Phường An Lạc,Quận Bình Tân,1,72,4,4,5,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",80.55556
Đường Lạc Long Quân,Phường 8,Quận Tân Bình,1,51.2999,1,1,1,,"Nhà ngõ, hẻm",5250000000,"5,25 tỷ",102.33938
Đường Dương Bá Trạc,Phường 1,Quận 8,1,40,3,3,3,,"Nhà ngõ, hẻm",4200000000,"4,2 tỷ",105
Đường Nguyễn Duy Trinh,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,1,66,4,4,4,,"Nhà mặt phố, mặt tiền",5600000000,"5,6 tỷ",84.84849
Đường Lê Thị Hà,Xã Tân Xuân,Huyện Hóc Môn,1,270,1,3,2,Hướng Tây Bắc,"Nhà mặt phố, mặt tiền",24000000000,24 tỷ,88.888885
Đường Nguyễn Thị Thử,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,93,,3,2,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",1860000000,"1,86 tỷ",20
Đường Nguyễn Duy Trinh,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,1,55,3,3,3,,"Nhà ngõ, hẻm",4250000000,"4,25 tỷ",77.27273
Mã Lò,Phường Bình Trị Đông,Quận Bình Tân,1,60,2,2,2,Hướng Nam,"Nhà ngõ, hẻm",4139866666,"4,139 tỷ",68.99778
Đường Huỳnh Thị Na,Xã Đông Thạnh,Huyện Hóc Môn,5,55,,2,,,"Nhà ngõ, hẻm",1620000000,"1,62 tỷ",29.454546
